track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,emotion,confidence
34v7cD6VR3fVYguedQ1wuh,Tropical Forest,The Sleep Specialist,54,3TRoUn8OKRVUcbprXmyGgj,Jungle And Forest Sounds,2017-01-09,Tropical Nights,37i9dQZF1DX0ES2mnOVvai,latin,tropical,0.311,0.377,3,-36.509,0,0.0366,0.129,0.979,0.247,0.0388,84.122,117449,karuna,0.8674999999999999
7eSDRPSjYBOcqB7b6Ord6X,Lonely's the Only Company (I&II),Maxwell,34,2k5YAxjmAD3DmYtmlrY64p,Maxwell's Urban Hang Suite,1996-04-02,urban contemporary,7en9i0JMyJlRFX4r4XrXXx,r&b,urban contemporary,0.502,0.37,5,-13.115,1,0.0346,0.108,0.0792,0.12,0.0441,84.161,381707,karuna,0.8669499999999999
7eSDRPSjYBOcqB7b6Ord6X,Lonely's the Only Company (I&II),Maxwell,34,2k5YAxjmAD3DmYtmlrY64p,Maxwell's Urban Hang Suite,1996-04-02,Neo-Soul Essentials,0DIwi1dMI59NItQtiNcevy,r&b,neo soul,0.502,0.37,5,-13.115,1,0.0346,0.108,0.0792,0.12,0.0441,84.161,381707,karuna,0.8669499999999999
4ocmVnBOmRFzigZrIFpEfQ,Fill Into Me,Anju,35,6EWGkx9X4oEUUGGXHAmI4v,Fill Into Me,2020-01-01,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.512,0.328,7,-11.939,1,0.0338,0.867,0.0208,0.143,0.0729,78.017,303313,karuna,0.8651500000000001
32gaGfRgDMrMtcpCqF078U,Morning Dew,Matt Quentin,58,5mORcyeS8dLdJA7jRjx2Pn,Morning Dew,2018-01-05,Indie/Jazz Poptimism,6OaTudLqBEuTyUMPxRNpZc,pop,indie poptimism,0.686,0.332,9,-11.759,1,0.0454,0.89,0.342,0.107,0.0745,80.994,237037,karuna,0.8631499999999999
32gaGfRgDMrMtcpCqF078U,Morning Dew,Matt Quentin,58,5mORcyeS8dLdJA7jRjx2Pn,Morning Dew,2018-01-05,Neo-Soul Guitar,0aS9YCNTNrDiMNa9tT49RG,r&b,neo soul,0.686,0.332,9,-11.759,1,0.0454,0.89,0.342,0.107,0.0745,80.994,237037,karuna,0.8631499999999999
1CAALs08dWg3BxFMaaS8qK,Nonchalant,6LACK,3,1JIsPeUpWLoDM6YRW0gQk2,Nonchalant,2018-08-17,PROJECT: Contemporary,6HaCi9bqaiuSZEDfCEmwyo,r&b,urban contemporary,0.568,0.368,11,-12.486,0,0.447,0.321,0.000618,0.121,0.0544,79.697,183454,karuna,0.8624
3tZs3nVjySLbL320lP4mvs,Focus,H.E.R.,68,0pV0Mx07aMApIpF19oSQgY,H.E.R.,2017-10-20,Today's Hits (Clean),7ENISpOJhocpMJVcGb0qcT,r&b,hip pop,0.415,0.313,1,-12.945,0,0.0561,0.255,1.4e-05,0.117,0.0875,84.953,200133,karuna,0.86235
21GnAFVEy4ed52JKjrg840,Hell To Pay,Michael Shynes,39,4HbLd9wJrEOvdT7WBfEP0g,Hell To Pay,2019-11-15,F**KIN PERFECT,3CzQZEf6jmEjDmBIVO9rdR,latin,latin pop,0.619,0.35,4,-10.625,0,0.0314,0.0343,0.0127,0.116,0.0695,74.969,230801,karuna,0.86025
3hQKuj4sZ9L4Yn0RC2SIrI,Ocean,Ella Vos,61,1FsZJRS7r5ed3FAXbnVbDh,Ocean,2018-12-07,The Sound of Indie Poptimism,7nHgmv7uyIA1KHj6qTttjH,pop,indie poptimism,0.471,0.361,11,-10.903,1,0.0281,0.0152,0.000509,0.143,0.0674,87.819,210503,karuna,0.8580000000000001
43lYaovU2FoeuBMNusVVVW,10 Freaky Girls (with 21 Savage),Metro Boomin,5,1zNr37qd3iZJ899byrTkcj,NOT ALL HEROES WEAR CAPES,2018-11-02,Trap Americana,7tkgK1tm9hYkWp7EFyOcAr,rap,trap,0.81,0.353,6,-9.931,0,0.31,0.588,0.0,0.102,0.0727,88.031,208293,karuna,0.85775
43lYaovU2FoeuBMNusVVVW,10 Freaky Girls (with 21 Savage),Metro Boomin,5,1zNr37qd3iZJ899byrTkcj,NOT ALL HEROES WEAR CAPES,2018-11-02,Chixtape 5 - Tory Lanez,0UXwwVDipbBQeEX7h4YuKU,r&b,urban contemporary,0.81,0.353,6,-9.931,0,0.31,0.588,0.0,0.102,0.0727,88.031,208293,karuna,0.85775
61SiFnjiY36uVSTBVXK5Yw,"The Sound Of The Jungle With Coloured Birds For Relaxation, Sleeping, Studying",Life Sounds Nature,44,5qukUq6sBLjghcEcFOdgKP,"The Very Best Sound Of Nature - Birds, Waves, Rain (With Forest, Creek, Wind, Thunder)",2015-04-01,Tropical Nights,37i9dQZF1DX0ES2mnOVvai,latin,tropical,0.226,0.442,11,-36.624,0,0.0562,0.0509,0.136,0.0791,0.0234,77.998,93010,karuna,0.8557000000000001
1cBNzkPsAdI7XJaKIsjKUk,"Girl, Interrupted",2xxx!,45,2vEU8SL0eLzr3P9jjagEw3,Life,2017-11-28,Saxophone in Hip Hop - R&B Lounge - Jazz Rap,2ujrP2rPxu8ao7wNeG1ZOY,r&b,neo soul,0.513,0.379,1,-13.587,0,0.171,0.259,3.05e-05,0.0711,0.0619,85.645,180972,karuna,0.85535
0805juC23Tu4an79SGgLjM,I Don't Want You,Martin Miller,25,646zKvNV1tbAclIAIXRhxo,I Don't Want You,2019-08-23,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,r&b,hip pop,0.498,0.334,3,-17.496,1,0.188,0.477,0.00016,0.142,0.0949,81.9,257576,karuna,0.8523499999999999
0805juC23Tu4an79SGgLjM,I Don't Want You,Martin Miller,25,646zKvNV1tbAclIAIXRhxo,I Don't Want You,2019-08-23,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,edm,pop edm,0.498,0.334,3,-17.496,1,0.188,0.477,0.00016,0.142,0.0949,81.9,257576,karuna,0.8523499999999999
6SAxZVn2L3IsSXf5iQrnwK,BB's Theme,Ludvig Forssell,53,1oQBxTzpH4Hj3fPSobqFtM,BB's Theme,2019-10-30,Electropop And Play,7p30DzTAgW6OhspSXHTI88,pop,electropop,0.282,0.428,1,-9.812,0,0.0311,0.227,0.000158,0.0897,0.0392,83.608,316520,karuna,0.8520000000000001
2iyt4kiacKRcY93YbdnPCQ,Into the Setting Sun,Liam Davison,6,6dHEV5hoMNLigAwLFrsLuB,A Treasure Of Well-Set Jewels,2011-12-05,Progressive Rock / Metal - Rock /Metal  Progresivo,7GhTpb4eOp6403Bmgqz3db,rock,album rock,0.457,0.41,2,-9.362,0,0.0283,0.67,0.227,0.121,0.0508,85.013,458720,karuna,0.8516000000000001
6bH8JA6yLDH5gAbSBKTvlh,La Risa Lenta,Javiera Mena,0,0LCoeal6qkFNiXcaEnr9Xy,Primeras Composiciones 2000-2003,2013-09-20,This Is: Javiera Mena,37i9dQZF1DWSOvcBNdfJ87,pop,electropop,0.435,0.405,9,-16.239,1,0.0798,0.92,0.618,0.105,0.0551,75.041,257254,karuna,0.8509499999999999
6hlgx0DEqPvQPd6dBpt5hV,When It Rains,Mr. Popular,33,5xJWYqLL7uK6BODgAfaLsa,When It Rains,2019-12-26,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.326,0.396,4,-8.936,1,0.0324,0.862,8.99e-05,0.109,0.0614,86.943,157500,karuna,0.8505
41QhRnFDdhMLtR8tmnolbr,WALLS,Kings of Leon,64,08ibdX8K0GETv20UEku3sm,WALLS,2016-10-14,keg party jukebox,4PjiT7SWnUsTTTvKOuR76f,rock,permanent wave,0.56,0.32,8,-14.34,1,0.0313,0.505,0.472,0.11,0.107,82.511,329667,karuna,0.8505
5EBWCGlCn65HM8Hglrc5V1,Come Back To Me,Janet Jackson,38,7jtBAkD6DL5yn7komrFTxE,Rhythm Nation,1989-09-19,New Jack Swing,3ykXidKLz1eYPvuGoFlD1e,r&b,new jack swing,0.437,0.396,5,-13.083,0,0.0265,0.595,0.0188,0.142,0.0648,77.906,332840,karuna,0.8488
6BwCkzxd3h6eA5xqOUZzUY,Leaves covered by snow,No Spirit,60,65sqJcX1qHjBztviCk7xaK,Chillhop Essentials Winter 2019,2019-12-11,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.473,0.318,8,-13.997,1,0.0341,0.679,0.865,0.0844,0.113,89.992,184000,karuna,0.8481000000000001
0NSSqYISjnav81CEn6EgBY,Come Back To Me,Janet Jackson,43,4OD3LU6001esAtFshDX46M,Rhythm Nation 1814,1989-09-19,80s-90s R&B / New Jack Swing / Funk / Dance / Soul,3X4HmijjKdwwLonCrOOEAZ,r&b,new jack swing,0.428,0.409,5,-12.346,0,0.0271,0.626,0.00961,0.138,0.0611,77.906,332742,karuna,0.8467499999999999
4qfUlchVD7WM4JhA5xio6m,4th Chamber,GZA,56,3k8xoyOXkGgZxUKgpmxz4P,Liquid Swords,1995-01-01,90s Hiphop / Gangsta Rap,5yGuoOwRQF3o8NVRRlvCj7,rap,gangster rap,0.708,0.447,1,-6.305,1,0.0952,0.0271,0.000728,0.102,0.0384,89.62,276968,karuna,0.8467
1SJizuzH2aZcT33af8DYCe,So In Love With You (Amazing),Jessica Reedy,16,1ZeukTlWIMTrFqENesOwP6,From The Heart,2011-09-27,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.473,0.352,1,-11.741,1,0.12,0.424,1.74e-05,0.148,0.0966,87.791,235760,karuna,0.8461000000000001
7xKAh5QpxJnBZENDjB3xVH,Spaceship Earth,Burningfields,27,3kQQbrDkTztvQi7I31xuas,Spaceship Earth,2019-10-25,INDIE POP! TUNES,0HD4Pc1PK8fsyKQq9e2U2v,latin,latin pop,0.415,0.378,0,-11.633,1,0.0266,0.226,0.0181,0.0961,0.088,81.999,340000,karuna,0.8426
3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,Travis Scott,94,2uDTi1PlpSpvAv7IRAoAEU,HIGHEST IN THE ROOM,2019-10-04,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,karuna,0.84165
3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,Travis Scott,94,2uDTi1PlpSpvAv7IRAoAEU,HIGHEST IN THE ROOM,2019-10-04,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,karuna,0.84165
3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,Travis Scott,94,2uDTi1PlpSpvAv7IRAoAEU,HIGHEST IN THE ROOM,2019-10-04,GTA San Andreas Radio Los Santos,6m0BqpJfSP2m5xCOFjDRHw,rap,gangster rap,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,karuna,0.84165
3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,Travis Scott,94,2uDTi1PlpSpvAv7IRAoAEU,HIGHEST IN THE ROOM,2019-10-04,Trap strefa,37i9dQZF1DWY3UKS6jvnxr,rap,trap,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,karuna,0.84165
3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,Travis Scott,94,2uDTi1PlpSpvAv7IRAoAEU,HIGHEST IN THE ROOM,2019-10-04,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin pop,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,karuna,0.84165
3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,Travis Scott,94,2uDTi1PlpSpvAv7IRAoAEU,HIGHEST IN THE ROOM,2019-10-04,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin hip hop,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,karuna,0.84165
3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,Travis Scott,94,2uDTi1PlpSpvAv7IRAoAEU,HIGHEST IN THE ROOM,2019-10-04,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,karuna,0.84165
3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,Travis Scott,94,2uDTi1PlpSpvAv7IRAoAEU,HIGHEST IN THE ROOM,2019-10-04,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,r&b,hip pop,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,karuna,0.84165
3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,Travis Scott,94,2uDTi1PlpSpvAv7IRAoAEU,HIGHEST IN THE ROOM,2019-10-04,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,edm,pop edm,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,karuna,0.84165
6Si9ImvDVWAgjX3pfsldGM,Seven Seas Of Rhye - Remastered 2011,Queen,34,1kkb8xlG9yssEVsWKiEtAB,Queen (2011 Remaster),1973-07-13,The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,rock,album rock,0.245,0.458,2,-13.372,1,0.0409,0.718,0.963,0.154,0.0447,64.517,76573,karuna,0.8402499999999999
46T7puWlH8ptC6lx7bQ3TY,Let Me Die,Lil Happy Lil Sad,66,4JSD9GfEAaodrPZp4sgpbe,Let Me Die,2017-07-29,Sad Trap,7kzKtw5vug3IIxKfLadi8A,rap,trap,0.503,0.37,11,-17.502,1,0.0489,0.768,0.599,0.116,0.102,78.963,218776,karuna,0.8380000000000001
1Mj7rQgu2HTtDhKD90nnDS,Homenaje A Miguel - Live,Miguel Rios,0,5fstCqs5NpIlF42VhPNv23,Rock & Rios (Remastered),2005-01-01,Rock and Rios,2gpKfzXEi8QWvgBNPDPk5R,rock,album rock,0.187,0.421,0,-14.728,1,0.0392,0.28,0.685,0.576,0.073,63.248,141853,karuna,0.8371999999999999
2axYLm6zrpDHJoY5ioeJI3,Christmas Time Is Here,Six Minutes 'Til Sunrise,20,0NwHwmd0lV2TtAw6i7jH0F,Merry Christmas: A Gift from VI,2015-11-23,Christmas Soul,6FZYc2BvF7tColxO8PBShV,r&b,neo soul,0.235,0.386,5,-8.93,1,0.028,0.572,0.0,0.0863,0.0956,78.757,225861,karuna,0.8364
6orRFPOpyksp2Hgh7KDehQ,Qué hay más allá,María Parrado,47,0nA3yR0mNPvh8ckbehR4YP,Vaiana (Banda Sonora Original en Castellano),2016-12-02,Post teen pop,7jQHOrErpLMStcUUSavQWR,pop,post-teen pop,0.648,0.349,4,-10.809,1,0.0843,0.673,0.0,0.0959,0.121,84.055,163387,karuna,0.8348
3uVmR6oQq0NluVZXkipKHV,Expecting to Fly,Buffalo Springfield,43,7hez8jibf36E66GHpFkWz7,Buffalo Springfield Again,1967-10-30,Classic Rock Retrogamer,6gUFdcGzKAHyDXY9TKC6cP,rock,classic rock,0.254,0.349,10,-13.283,1,0.0302,0.791,0.326,0.0971,0.125,75.521,224200,karuna,0.8328
1i5oEx2vFczQ2sCY3c6Kn5,Love Hurts,Nazareth,58,5Zwyrn62m3Pyc0nvRa9CHF,Hair Of The Dog,1975-01-01,The Sound of Album Rock,3yj9YnQGTdnFuKbDyXGDi6,rock,album rock,0.485,0.328,7,-11.853,1,0.0254,0.00596,0.0032,0.325,0.138,79.766,233133,karuna,0.8326
6XRNCAnxJIB1p4RPdFVSq0,People Help the People,Birdy,54,3sGzkurA1fvEFqh73sWCVA,Birdy (Deluxe Version),2011-11-04,L' ALBUM ROCK,0jilq2XZP9F2fwzp2k6iXK,rock,album rock,0.407,0.308,10,-9.001,0,0.0296,0.778,1.46e-05,0.092,0.153,73.254,256236,karuna,0.8311
6J6FXmYrMxg93mBxkugUlI,Easy,Son Lux,59,0DXzTaMzhm1ojc6b5H3PaJ,Lanterns,2013-10-29,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.602,0.304,2,-9.948,0,0.0736,0.345,0.0231,0.0969,0.156,73.33,240760,karuna,0.8308
3d4z8zsN0zlYHPb8EeADxZ,Just Give Me Your Time,Sharon Jones & The Dap-Kings,9,7vpplH7g4IZXRshDgWTqUn,Soul of a Woman,2017-11-17,Sexy Soul 2020,5EMARioe9z9eKOeWIAC2JW,r&b,neo soul,0.331,0.344,7,-10.959,0,0.053,0.207,6.77e-05,0.135,0.132,64.211,149480,karuna,0.8308
6QqyaRMQ90rL3PGZRXYdox,Hurricane - Unplugged,Thirty Seconds To Mars,0,3YbgA0srq79LsXayplFVco,Thirty Seconds To Mars Unplugged,2011-08-19,Unplugged Hits 📣,5NTm3injIRkUMROsZr3C2O,latin,latin pop,0.228,0.329,9,-10.295,0,0.0595,0.651,0.0,0.968,0.142,79.349,261493,karuna,0.8303
0BjvqQdUUB2WzUncxxvIRh,entheogen,Nohidea,52,1wHWgiK24ERtcIGFN0eBK3,Departures,2018-08-18,Lofi Hip-Hop,37i9dQZF1DX36Xw4IJIVKA,rap,hip hop,0.32,0.428,10,-10.338,0,0.0621,0.258,0.0075,0.134,0.0853,78.305,108942,karuna,0.8289500000000001
7g3Htzh3rezIFVWAy59vsw,Love of My Own,Eric Benét,40,4jUwgH0Zd9DtgKiXFcBuHB,A Day In The Life,1999-02-25,Neo Soul Music,78RRvktrPMSqAoCI21mNOe,r&b,neo soul,0.644,0.341,8,-8.513,0,0.0361,0.256,0.000357,0.0804,0.14,76.727,342467,karuna,0.8277000000000001
19u5G7pWq3Nj6lQiP4W4Hp,Friends And Lovers (feat. Gloria Loring),Carl Anderson,34,1bsg5MNMpHiXh6atVjXWv6,Carl Anderson,1982,80s Pop & Rock Hits and Album Tracks,0XOIK4m26aeYSD61E5nSVW,rock,album rock,0.39,0.313,2,-9.928,1,0.0312,0.766,0.0,0.138,0.157,80.521,226560,karuna,0.8275999999999999
1AQX0rO6nMJnC2u6ORjlOw,Aqua skies,leaf beach,4,6EPkeNxYpsyiPDW258yAqx,Aqua skies,2017-12-18,Lush Lofi,37i9dQZF1DXc8kgYqQLMfH,rap,hip hop,0.562,0.377,1,-14.323,1,0.427,0.818,0.792,0.116,0.12,72.807,102078,karuna,0.8269
3E0LxDw9oYZbuTBWRcwBxc,Quisiera,Flor de Toloache,42,4FM09FXKNGwUs0owftN2xy,Indestructible,2019-05-31,Vibra Tropical,37i9dQZF1DX3fXJqxGjuEP,latin,tropical,0.633,0.349,10,-6.131,1,0.0334,0.582,2.82e-06,0.0949,0.139,80.704,233987,karuna,0.8258000000000001
7uLfw6yj5AbSaQTDwUVzzI,Oblivion,Zayde Wølf,44,4JZgklNjHl5RGNs51c8t34,Oblivion,2019-09-27,Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock,1VnvyBDqoV5TCZAnXYferL,rock,permanent wave,0.253,0.49,0,-8.187,0,0.0373,0.0169,0.0337,0.111,0.0549,72.955,278919,karuna,0.82555
41ngfIhPv1DkwHozVjH5Yc,Florida Rain Storm,Mother Nature Sound FX,71,47aFId4LZv1BI9UZEpzbpx,Thunderstorms,2017-01-09,Tropical Nights,37i9dQZF1DX0ES2mnOVvai,latin,tropical,0.157,0.523,5,-28.309,0,0.0666,0.0027,0.764,0.0936,0.0384,89.925,175314,karuna,0.8239000000000001
5nqJAP3hKBH0nM33RLujvK,Smoke,TENDER,37,2apmH6gZ0J3rcVVklUMRJZ,EP III,2016-11-04,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.47,0.47,2,-10.682,0,0.128,0.268,0.0109,0.0931,0.0715,76.406,210293,karuna,0.82325
3HNjLJb6VfoP0VC30TdxyE,As We Lay,Shirley Murdock,45,4SBMcqe5T86uZGUO2D1d5L,Shirley Murdock,1986-02-18,The Sound of New Jack Swing,0zn8nuASKC0PISqD9mxCSV,r&b,new jack swing,0.421,0.323,8,-9.651,1,0.0452,0.436,0.0,0.156,0.16,72.288,359000,karuna,0.8230999999999999
1IzVAYsIMoIyJuNwP4UDTp,Paris Café,$IFRA,34,6iA9xPlfctyfDCdlaOD9ky,Paris Café,2019-11-30,Dose Trap,37i9dQZF1DWWlW7KLhEhCZ,rap,trap,0.793,0.423,7,-8.165,1,0.469,0.247,0.0,0.0873,0.101,86.971,155866,karuna,0.8226
5RyzgwMS1kkEYjCql0yEWT,Forgot About,Priya Ragu,29,3WeZR2BTNEMe6IyNRgQU7G,Forgot About,2019-05-24,Contemporary Urban,6wyJ4bsjZaUKa9f6GeZlAO,r&b,urban contemporary,0.595,0.336,2,-9.707,1,0.0375,0.114,0.00219,0.201,0.155,66.97,300681,karuna,0.8216999999999999
1srRQirAUdDdgwEkporNB3,Happy,Noa Jamir,40,35NiyL5xfWmaZGktRjhNwn,Happy,2019-11-18,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.399,0.482,9,-7.74,0,0.278,0.423,0.0,0.192,0.068,79.503,219116,karuna,0.8213999999999999
5JuVNeCjIl3DJbnVf1oeGo,Sneakers,Monma,61,19JQNEvuP4kth86dm4YpC9,Sneakers,2018-10-22,Lofi Hip-Hop,37i9dQZF1DX36Xw4IJIVKA,rap,hip hop,0.855,0.307,1,-10.599,0,0.0732,0.365,0.854,0.105,0.174,89.993,149333,karuna,0.8209
7laPt9sVrlXLK80PoQf05p,OdeToYou,Flitz&Suppe,52,4nJWztDJc5s7Qj8BKcVXKt,OdeToYou,2016-10-31,Indie/Jazz Poptimism,6OaTudLqBEuTyUMPxRNpZc,pop,indie poptimism,0.673,0.356,3,-10.683,0,0.0365,0.503,0.814,0.111,0.145,81.008,181481,karuna,0.8207
7xVgFMUpn9BsyviaKJt0qq,Lovely,Tane,24,0PIBtxUQZdZzLDoQokX1vb,Lovely,2018-04-10,NEO SOUL GUITAR,0r5ojPhjqGVq21oQR13UJy,r&b,neo soul,0.498,0.47,0,-14.096,1,0.0485,0.877,0.857,0.144,0.0768,82.977,160482,karuna,0.8206
2fmcciVsc7IEKTFGWZcyB1,Circles,Snaer.,55,6keIk99OnPXr1iKUU1phXt,Lazy.Files,2018-08-20,Lush Lofi,37i9dQZF1DXc8kgYqQLMfH,rap,hip hop,0.492,0.336,0,-11.989,0,0.203,0.793,0.91,0.104,0.158,75.278,97266,karuna,0.8202
5F7HjYOGv2COHhhPMkS5NE,All That I Am,Joe,39,7Kb0pU8LBYOoI6hoj7ajHJ,All That I Am,1997-09-23,urban contemporary,7en9i0JMyJlRFX4r4XrXXx,r&b,urban contemporary,0.441,0.404,6,-11.524,0,0.0303,0.311,0.0,0.212,0.119,84.259,252120,karuna,0.8192999999999999
